id,hotel name,hotel_name-href,address_street,address_district,address_zip,address_country,number_reviews,rating,check-in from,check-out until,check-in until,check-out from,stars,Family rooms,Non-smoking rooms
129,Alessandro Palace Hostel & Bar,"https://www.booking.com/hotel/it/alessandro-palace-bar.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=fe3f0d8e5c5a0112&sr_order=hpe&ucfs=1&srpvid=fe3f0d8e5c5a0112&srepoch=1540518941&room1=A,A&hpos=6&hapos=756&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X756&from=searchresults;highlight_room=#hotelTmpl",Via Vicenza 42,Central Station,00185 Rome,Italy,1160,8,15:00,null,null,10:00,,TRUE,TRUE
130,Room 153,"https://www.booking.com/hotel/it/casa-antonella-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=fe3f0d8e5c5a0112&sr_order=hpe&ucfs=1&srpvid=fe3f0d8e5c5a0112&srepoch=1540518941&room1=A,A&hpos=1&hapos=751&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X751&from=searchresults;highlight_room=#hotelTmpl",Via Portuense 153,Trastevere,00153 Rome,Italy,467,8.5,13:00,null,20:00,10:00,,TRUE,FALSE
131,Royal Vatican Relais,"https://www.booking.com/hotel/it/royal-vatican-relais.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=668c0df5851602e2&sr_order=hpe&ucfs=1&srpvid=668c0df5851602e2&srepoch=1540519148&room1=A,A&hpos=13&hapos=718&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X718&from=searchresults;highlight_room=#hotelTmpl",Via Carlo Passaglia 11,Vatican City - Prati,00136 Rome,Italy,83,7.7,11:30,11:30,22:00,11:00,,FALSE,TRUE
132,Booking House,"https://www.booking.com/hotel/it/booking-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=247e101858bc0267&sr_order=hpe&ucfs=1&srpvid=247e101858bc0267&srepoch=1540520242&room1=A,A&hpos=12&hapos=477&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X477&from=searchresults;highlight_room=#hotelTmpl",Via del Macao 3,Central Station,00185 Rome,Italy,381,7.7,13:00,11:00,20:30,0:00,,TRUE,TRUE
133,Holiday home  TOM'S HOUSE,"https://www.booking.com/hotel/it/tom-39-s-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=645412373e530248&sr_order=hpe&ucfs=1&srpvid=645412373e530248&srepoch=1540521328&room1=A,A&hpos=10&hapos=235&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X235&from=searchresults;highlight_room=#hotelTmpl",47 Via Cremuzio Cordo 47  piano terra interno A,null,00136 Rome,Italy,55,9.2,16:00,10:00,21:00,8:30,,TRUE,TRUE
134,Casa Roma 95,"https://www.booking.com/hotel/it/casa-roma-95.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=90d50f05114c0306&sr_order=hpe&ucfs=1&srpvid=90d50f05114c0306&srepoch=1540519690&room1=A,A&hpos=3&hapos=588&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X588&from=searchresults;highlight_room=#hotelTmpl",Via Taranto 95,San Giovanni,00182 Rome,Italy,7,8,15:00,11:00,19:00,10:00,,FALSE,TRUE
135,Apartment  Domus Rosetta Romana,"https://www.booking.com/hotel/it/domus-rosetta-romana.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=88da127c88730042&sr_order=hpe&ucfs=1&srpvid=88da127c88730042&srepoch=1540521466&room1=A,A&hpos=7&hapos=202&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X202&from=searchresults;highlight_room=#hotelTmpl",Via Pio VII  80,Trionfale,00167 Rome,Italy,56,9.4,12:30,10:30,20:00,7:00,,TRUE,TRUE
136,47 Steps,"https://www.booking.com/hotel/it/47-steps.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=566c1216bfd80111&sr_order=hpe&ucfs=1&srpvid=566c1216bfd80111&srepoch=1540521261&room1=A,A&hpos=14&hapos=254&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X254&from=searchresults;highlight_room=#hotelTmpl",Via Milazzo 8  II piano,null,00185 Rome,Italy,,,14:00,null,19:00,10:00,,TRUE,TRUE
137,Fanti Rooms,"https://www.booking.com/hotel/it/affitta-camere-fanti.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=67fb0ec2ecd90071&sr_order=hpe&ucfs=1&srpvid=67fb0ec2ecd90071&srepoch=1540519557&room1=A,A&hpos=8&hapos=623&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X623&from=searchresults;highlight_room=#hotelTmpl",Piazza Manfredo Fanti 42 Int.11,Central Station,00185 Rome,Italy,209,6.5,13:00,null,0:00,10:30,,TRUE,TRUE
138,Dafne Portonaccio,"https://www.booking.com/hotel/it/dafne-portonaccio.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=3b4e12a067ef017c&sr_order=hpe&ucfs=1&srpvid=3b4e12a067ef017c&srepoch=1540521536&room1=A,A&hpos=3&hapos=183&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X183&from=searchresults;highlight_room=#hotelTmpl",Via di Portonaccio 33,Tiburtino,00159 Rome,Italy,114,8.6,14:00,10:00,20:00,8:00,,FALSE,TRUE
139,B&B delle Camerie,"https://www.booking.com/hotel/it/b-amp-b-delle-camerie.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=0fb1137238660014&sr_order=hpe&ucfs=1&srpvid=0fb1137238660014&srepoch=1540521957&room1=A,A&hpos=2&hapos=92&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X92&from=searchresults;highlight_room=#hotelTmpl",Via Cameria 10,San Giovanni,00179 Rome,Italy,69,7.3,14:00,11:00,0:00,10:30,,TRUE,TRUE
140,Profumo Di Roma,"https://www.booking.com/hotel/it/b-amp-b-profumo-di-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=fd090b90c98e0306&sr_order=hpe&ucfs=1&srpvid=fd090b90c98e0306&srepoch=1540517921&room1=A,A&hpos=6&hapos=981&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X981&from=searchresults;highlight_room=#hotelTmpl",Via Gallia 10,San Giovanni,00183 Rome,Italy,272,6.9,14:00,10:00,22:30,7:00,,FALSE,TRUE
141,Residenza Cristina,"https://www.booking.com/hotel/it/cristina-s-residence.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=6c9d0fac66f60027&sr_order=hpe&ucfs=1&srpvid=6c9d0fac66f60027&srepoch=1540520026&room1=A,A&hpos=7&hapos=517&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X517&from=searchresults;highlight_room=#hotelTmpl",Via Della Sforzesca 3,Nomentano,00185 Rome,Italy,141,7.3,11:00,10:30,23:00,6:00,,TRUE,TRUE
142,Bbqueen,"https://www.booking.com/hotel/it/bbqueen.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=f4c913b999eb00e6&sr_order=hpe&ucfs=1&srpvid=f4c913b999eb00e6&srepoch=1540522099&room1=A,A&hpos=1&hapos=61&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X61&from=searchresults;highlight_room=#hotelTmpl",VIA MONTEBELLO 25,Central Station,00185 Rome,Italy,189,8.4,12:00,null,20:00,10:30,,FALSE,TRUE
143,Apartments  Tiberim Apartment,"https://www.booking.com/hotel/it/tiberim-apartment.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=f666144469fc01c7&sr_order=hpe&ucfs=1&srpvid=f666144469fc01c7&srepoch=1540522377&room1=A,A&hpos=13&hapos=13&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X13&from=searchresults;highlight_room=#hotelTmpl",Via di San Francesco a Ripa n°57  Piano 3,null,00153 Rome,Italy,17,8.9,14:00,null,20:00,10:00,,TRUE,FALSE
144,T&V House,"https://www.booking.com/hotel/it/tv.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=c7fd0c17e940016a&sr_order=hpe&ucfs=1&srpvid=c7fd0c17e940016a&srepoch=1540518192&room1=A,A&hpos=7&hapos=922&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X922&from=searchresults;highlight_room=#hotelTmpl",Piazza Santa Croce In Gerusalemme 4,Central Station,00185 Rome,Italy,196,6.4,14:00,null,21:00,11:00,,TRUE,FALSE
145,Two Ducks Hostel,"https://www.booking.com/hotel/it/two-ducks-hostel.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=67fb0ec2ecd90071&sr_order=hpe&ucfs=1&srpvid=67fb0ec2ecd90071&srepoch=1540519557&room1=A,A&hpos=7&hapos=622&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X622&from=searchresults;highlight_room=#hotelTmpl",Via Calatafimi  41,Central Station,00185 Rome,Italy,2296,6,14:30,null,23:30,10:30,,FALSE,TRUE
146,Apartment  Domus Lauri,"https://www.booking.com/hotel/it/domus-lauri.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=88da127c88730042&sr_order=hpe&ucfs=1&srpvid=88da127c88730042&srepoch=1540521466&room1=A,A&hpos=10&hapos=205&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X205&from=searchresults;highlight_room=#hotelTmpl",98 Via dei Lauri,Prenestino,00172 Rome,Italy,44,9.6,14:00,null,0:00,10:30,,TRUE,TRUE
147,Apartments  Relais 753,"https://www.booking.com/hotel/it/relais-753.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=88da127c88730042&sr_order=hpe&ucfs=1&srpvid=88da127c88730042&srepoch=1540521466&room1=A,A&hpos=13&hapos=208&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X208&from=searchresults;highlight_room=#hotelTmpl",Via Leopardi 38,Central Station,00185 Rome,Italy,185,7.7,15:00,null,17:00,11:00,,TRUE,TRUE
148,Vatican Garden Inn,"https://www.booking.com/hotel/it/vatican-garden-inn.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=4f6910c1e83601e0&sr_order=hpe&ucfs=1&srpvid=4f6910c1e83601e0&srepoch=1540520579&room1=A,A&hpos=3&hapos=393&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X393&from=searchresults;highlight_room=#hotelTmpl",Via Germanico 201,Vatican City - Prati,00193 Rome,Italy,445,7.2,14:00,11:00,23:00,7:00,2,TRUE,TRUE
149,Guesthouse Alex II,"https://www.booking.com/hotel/it/affitta-camera-b-b-alex-ii.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=44da118f17e700f4&sr_order=hpe&ucfs=1&srpvid=44da118f17e700f4&srepoch=1540520991&room1=A,A&hpos=11&hapos=311&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X311&from=searchresults;highlight_room=#hotelTmpl",Via Palestro 44,Central Station,00185 Rome,Italy,578,7.8,13:00,10:00,0:00,6:00,,TRUE,TRUE
150,Vatican Rooms Holiday in Rome,"https://www.booking.com/hotel/it/vatican-rooms-holiday-in-rome.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=704b0cc0251101c3&sr_order=hpe&ucfs=1&srpvid=704b0cc0251101c3&srepoch=1540518530&room1=A,A&hpos=14&hapos=854&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X854&from=searchresults;highlight_room=#hotelTmpl",Via Cipro 77,Vatican City - Prati,00136 Rome,Italy,77,9.4,11:00,10:00,18:00,8:00,,TRUE,FALSE
151,Hotel Castelfidardo,"https://www.booking.com/hotel/it/castelfidardo.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=a731105c9cbb0188&sr_order=hpe&ucfs=1&srpvid=a731105c9cbb0188&srepoch=1540520377&room1=A,A&hpos=2&hapos=437&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X437&from=searchresults;highlight_room=#hotelTmpl",Via Castelfidardo 31,Central Station,00185 Rome,Italy,738,7.5,13:00,10:30,23:00,8:30,2,TRUE,TRUE
152,Alex Romano,"https://www.booking.com/hotel/it/alex-romano.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=42a311f47e11002a&sr_order=hpe&ucfs=1&srpvid=42a311f47e11002a&srepoch=1540521194&room1=A,A&hpos=5&hapos=260&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X260&from=searchresults;highlight_room=#hotelTmpl",Via Palestro 88  Rome,null,00185 Rome,Italy,372,8,13:00,10:30,0:00,4:00,,TRUE,TRUE
153,Hotel Il Papavero,"https://www.booking.com/hotel/it/il-papavero.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=f4c90ee3fad50145&sr_order=hpe&ucfs=1&srpvid=f4c90ee3fad50145&srepoch=1540519624&room1=A,A&hpos=5&hapos=605&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X605&from=searchresults;highlight_room=#hotelTmpl",Via Castelfidardo 50,Central Station,00185 Rome,Italy,528,7.1,14:00,10:30,0:00,4:00,1,TRUE,TRUE
154,A Ca Degli Equi B&B,"https://www.booking.com/hotel/it/ca-degli-equi-bb.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=7a62114acb730387&sr_order=hpe&ucfs=1&srpvid=7a62114acb730387&srepoch=1540520853&room1=A,A&hpos=1&hapos=331&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X331&from=searchresults;highlight_room=#hotelTmpl",Via Degli Equi 69,San Lorenzo,00185 Rome,Italy,539,7.4,12:00,null,19:00,10:00,,TRUE,TRUE
155,Juna's guest house,"https://www.booking.com/hotel/it/juna-39-s-guest-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=804d0ea04c4400d4&sr_order=hpe&ucfs=1&srpvid=804d0ea04c4400d4&srepoch=1540519489&room1=A,A&hpos=10&hapos=640&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X640&from=searchresults;highlight_room=#hotelTmpl",Piazza Tommaso de Cristoforis 6,Tiburtino,00159 Rome,Italy,166,9,14:00,11:30,0:00,10:00,,TRUE,TRUE
156,Papia Guest House,"https://www.booking.com/hotel/it/papia-guest-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=4f6910c1e83601e0&sr_order=hpe&ucfs=1&srpvid=4f6910c1e83601e0&srepoch=1540520579&room1=A,A&hpos=7&hapos=397&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X397&from=searchresults;highlight_room=#hotelTmpl",Via Bixio 71,Central Station,00185 Rome,Italy,113,6.7,13:00,11:00,21:00,10:00,,FALSE,TRUE
157,Holiday homes  La Casa Di Peppe,"https://www.booking.com/hotel/it/la-casa-di-peppe.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=e1e20ce4ea6703bb&sr_order=hpe&ucfs=1&srpvid=e1e20ce4ea6703bb&srepoch=1540518601&room1=A,A&hpos=2&hapos=827&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X827&from=searchresults;highlight_room=#hotelTmpl",Via Visconte Maggiolo  32,null,00176 Rome,Italy,96,7.1,14:30,null,0:00,12:30,,TRUE,TRUE
158,Biroracing,"https://www.booking.com/hotel/it/biroracing.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=f4c90ee3fad50145&sr_order=hpe&ucfs=1&srpvid=f4c90ee3fad50145&srepoch=1540519624&room1=A,A&hpos=9&hapos=609&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X609&from=searchresults;highlight_room=#hotelTmpl",Via Conca D'oro  300,null,00141 Rome,Italy,226,8.6,12:30,10:30,21:00,5:00,,FALSE,FALSE
159,Colazione al Vaticano - Crescenzio,"https://www.booking.com/hotel/it/colazione-al-vaticano-crescenzio.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=ca760d6c7264027b&sr_order=hpe&ucfs=1&srpvid=ca760d6c7264027b&srepoch=1540518874&room1=A,A&hpos=6&hapos=771&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X771&from=searchresults;highlight_room=#hotelTmpl",Via Crescenzio 43,Vatican City - Prati,00193 Rome,Italy,394,8.5,12:30,null,20:00,10:00,,FALSE,FALSE
160,Giancarlo A Trastevere,"https://www.booking.com/hotel/it/b-amp-b-giancarlo-a-trastevere.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=65f8103b1df500a1&sr_order=hpe&ucfs=1&srpvid=65f8103b1df500a1&srepoch=1540520311&room1=A,A&hpos=4&hapos=454&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X454&from=searchresults;highlight_room=#hotelTmpl",Via Ergisto Bezzi 34,Trastevere,00153 Rome,Italy,271,8.4,14:00,11:00,20:00,7:00,,TRUE,TRUE
161,B&B I Bichi,"https://www.booking.com/hotel/it/b-amp-b-i-bichi.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=67fb0ec2ecd90071&sr_order=hpe&ucfs=1&srpvid=67fb0ec2ecd90071&srepoch=1540519557&room1=A,A&hpos=10&hapos=625&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X625&from=searchresults;highlight_room=#hotelTmpl",Via dei Bichi 9,Gianicolense,00164 Rome,Italy,44,8.5,15:00,10:30,18:00,8:00,,TRUE,TRUE
162,Hotel Tizi,"https://www.booking.com/hotel/it/tizi.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=79e70c3969d901bc&sr_order=hpe&ucfs=1&srpvid=79e70c3969d901bc&srepoch=1540518259&room1=A,A&hpos=6&hapos=906&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X906&from=searchresults;highlight_room=#hotelTmpl",Via Collina 48,Via Veneto,00187 Rome,Italy,154,7.2,12:30,null,22:00,10:30,1,TRUE,FALSE
163,Piccolomini Inn Vaticano,"https://www.booking.com/hotel/it/b-roma5.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=12191128b16f0155&sr_order=hpe&ucfs=1&srpvid=12191128b16f0155&srepoch=1540520786&room1=A,A&hpos=13&hapos=358&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X358&from=searchresults;highlight_room=#hotelTmpl",Via San Fabiano 20,Aurelio,00165 Rome,Italy,157,8.2,9:30,11:00,14:00,7:00,,FALSE,TRUE
164,B&B Home Vatican City,"https://www.booking.com/hotel/it/home-vatican-city.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=645412373e530248&sr_order=hpe&ucfs=1&srpvid=645412373e530248&srepoch=1540521328&room1=A,A&hpos=12&hapos=237&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X237&from=searchresults;highlight_room=#hotelTmpl",Via San Damaso 65,Aurelio,00165 Rome,Italy,86,9,13:00,10:00,17:30,8:00,,TRUE,TRUE
165,"Apartment  Casa vacanze ""il vaticano a 2 passi""","https://www.booking.com/hotel/it/casa-vacanze-quot-il-vaticano-a-2-passi-quot.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=9d48107d9d6c000a&sr_order=hpe&ucfs=1&srpvid=9d48107d9d6c000a&srepoch=1540520444&room1=A,A&hpos=1&hapos=421&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X421&from=searchresults;highlight_room=#hotelTmpl",67 Via Andrea Doria Scala F,Vatican City - Prati,00192 Rome,Italy,34,9,13:00,11:00,23:00,7:00,,FALSE,TRUE
166,B&B Il Giardino di Gabri,"https://www.booking.com/hotel/it/b-amp-b-il-giardino-di-gabri.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=cd2f0db08d080390&sr_order=hpe&ucfs=1&srpvid=cd2f0db08d080390&srepoch=1540519009&room1=A,A&hpos=7&hapos=742&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X742&from=searchresults;highlight_room=#hotelTmpl",Vicolo di Papa Leone  39,null,00148 Rome,Italy,127,9.5,13:00,12:00,22:00,7:00,,TRUE,TRUE
167,Lt Rooms,"https://www.booking.com/hotel/it/lt-rooms.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=e9d60f68bfdf00ce&sr_order=hpe&ucfs=1&srpvid=e9d60f68bfdf00ce&srepoch=1540519890&room1=A,A&hpos=4&hapos=544&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X544&from=searchresults;highlight_room=#hotelTmpl",Via Moricca 5,Aurelio,00167 Rome,Italy,69,7.9,13:00,10:00,0:00,7:00,,TRUE,TRUE
