id,hotel name,hotel_name-href,address_street,address_district,address_zip,address_country,number_reviews,rating,check-in from,check-out until,check-in until,check-out from,stars,Family rooms,Non-smoking rooms
40,Apartment  Lovely Irnerio ? flat near S. Pietro ?,"https://www.booking.com/hotel/it/lovely-irnerio-flat-near-s-pietro.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=49df0f25f6d2008e&sr_order=hpe&ucfs=1&srpvid=49df0f25f6d2008e&srepoch=1540519756&room1=A,A&hpos=9&hapos=579&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X579&from=searchresults;highlight_room=#hotelTmpl",Via F.M. Renazzi 6a,Aurelio,00165 Rome,Italy,16,9.2,17:00,11:00,22:00,10:00,,FALSE,TRUE
41,Holiday home  Albornoz 35,"https://www.booking.com/hotel/it/albornoz-35.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=7a62114acb730387&sr_order=hpe&ucfs=1&srpvid=7a62114acb730387&srepoch=1540520853&room1=A,A&hpos=3&hapos=333&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X333&from=searchresults;highlight_room=#hotelTmpl",Via Egidio Albornoz 35,Aurelio,00165 Rome,Italy,12,8.7,15:00,null,22:00,10:30,,FALSE,TRUE
42,Vatican City Relais,"https://www.booking.com/hotel/it/dream-house-350.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=c6af1421fd5b02be&sr_order=hpe&ucfs=1&srpvid=c6af1421fd5b02be&srepoch=1540522308&room1=A,A&hpos=3&hapos=18&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X18&from=searchresults;highlight_room=#hotelTmpl",Via Gregorio VII  350,null,00165 Rome,Italy,333,9.2,9:30,null,21:30,11:00,,TRUE,TRUE
43,Millyhouse,"https://www.booking.com/hotel/it/millyhouse.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=45d80d0785440044&sr_order=hpe&ucfs=1&srpvid=45d80d0785440044&srepoch=1540518671&room1=A,A&hpos=9&hapos=819&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X819&from=searchresults;highlight_room=#hotelTmpl",Via Principe Amedeo 85/A,Central Station,00185 Rome,Italy,112,8,12:30,null,23:00,10:00,,FALSE,TRUE
44,Apartment  Capuaundici,"https://www.booking.com/hotel/it/capuaundici.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=67fb0ec2ecd90071&sr_order=hpe&ucfs=1&srpvid=67fb0ec2ecd90071&srepoch=1540519557&room1=A,A&hpos=15&hapos=630&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X630&from=searchresults;highlight_room=#hotelTmpl",11 Via Capua,Prenestino,00177 Rome,Italy,,,12:00,10:00,23:00,9:00,,FALSE,TRUE
45,Hotel Leone,"https://www.booking.com/hotel/it/leone-roma1.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=0fb1137238660014&sr_order=hpe&ucfs=1&srpvid=0fb1137238660014&srepoch=1540521957&room1=A,A&hpos=6&hapos=96&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X96&from=searchresults;highlight_room=#hotelTmpl",Via Cavour  47,null,00184 Rome,Italy,854,8.5,14:00,11:00,19:30,0:00,1,TRUE,TRUE
46,Lisa House,"https://www.booking.com/hotel/it/lina-house-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=1f4d0c7d290000ba&sr_order=hpe&ucfs=1&srpvid=1f4d0c7d290000ba&srepoch=1540518395&room1=A,A&hpos=5&hapos=875&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X875&from=searchresults;highlight_room=#hotelTmpl",Via Filippo Turati 128 int.7 piano 2,Central Station,00185 Rome,Italy,7,7.6,14:00,11:00,0:00,10:00,,FALSE,TRUE
47,Dhali,"https://www.booking.com/hotel/it/dhali.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=4f6910c1e83601e0&sr_order=hpe&ucfs=1&srpvid=4f6910c1e83601e0&srepoch=1540520579&room1=A,A&hpos=5&hapos=395&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X395&from=searchresults;highlight_room=#hotelTmpl",via Filippo Turati  23,null,00185 Rome,Italy,1090,5.5,13:30,10:30,0:00,8:00,,FALSE,TRUE
48,Apartment  Trilussa Apartment Trastevere,"https://www.booking.com/hotel/it/trilussa-apartment-trastevere.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=42a311f47e11002a&sr_order=hpe&ucfs=1&srpvid=42a311f47e11002a&srepoch=1540521194&room1=A,A&hpos=3&hapos=258&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X258&from=searchresults;highlight_room=#hotelTmpl",54 Via del Moro,Trastevere,00153 Rome,Italy,29,9.4,15:00,null,null,10:00,,TRUE,TRUE
49,Bed and Breakfast Papa,"https://www.booking.com/hotel/it/bed-and-breakfast-quot-signora-pia-quot.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=88da127c88730042&sr_order=hpe&ucfs=1&srpvid=88da127c88730042&srepoch=1540521466&room1=A,A&hpos=8&hapos=203&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X203&from=searchresults;highlight_room=#hotelTmpl",Via Concordia 20,San Giovanni,00181 Rome,Italy,190,8.8,12:00,10:00,21:30,7:30,,FALSE,TRUE
50,Metronia Guest House,"https://www.booking.com/hotel/it/metronia-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=f95012c30e200179&sr_order=hpe&ucfs=1&srpvid=f95012c30e200179&srepoch=1540521607&room1=A,A&hpos=1&hapos=166&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X166&from=searchresults;highlight_room=#hotelTmpl",Via Gallia  34,null,00183 Rome,Italy,262,8.3,13:00,11:00,20:00,10:00,,TRUE,TRUE
51,Apartment  Appartamento Delizioso,"https://www.booking.com/hotel/it/appartamento-delizioso-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=804d0ea04c4400d4&sr_order=hpe&ucfs=1&srpvid=804d0ea04c4400d4&srepoch=1540519488&room1=A,A&hpos=5&hapos=635&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X635&from=searchresults;highlight_room=#hotelTmpl",Via manlio capitolino 5,Appio Latino,00181 Rome,Italy,20,7.5,10:00,10:00,0:00,9:30,,FALSE,FALSE
52,A Casa Simpatia,"https://www.booking.com/hotel/it/a-casa-simpatia.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=fd090b90c98e0306&sr_order=hpe&ucfs=1&srpvid=fd090b90c98e0306&srepoch=1540517921&room1=A,A&hpos=5&hapos=980&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X980&from=searchresults;highlight_room=#hotelTmpl",41 Via Nino Bixio,Central Station,00185 Rome,Italy,13,8.7,13:00,null,23:00,10:30,,FALSE,TRUE
53,B&B Roma,"https://www.booking.com/hotel/it/b-amp-b-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=efa40c5a47cb00ff&sr_order=hpe&ucfs=1&srpvid=efa40c5a47cb00ff&srepoch=1540518326&room1=A,A&hpos=14&hapos=899&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X899&from=searchresults;highlight_room=#hotelTmpl",Via Anastasio II 139,Aurelio,00165 Rome,Italy,349,8.8,12:00,null,23:30,10:00,,FALSE,TRUE
54,Torregaia Resort,"https://www.booking.com/hotel/it/casa-torregaia.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=704b0cc0251101c3&sr_order=hpe&ucfs=1&srpvid=704b0cc0251101c3&srepoch=1540518530&room1=A,A&hpos=1&hapos=841&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X841&from=searchresults;highlight_room=#hotelTmpl",Via di Torregaia,20,00133 Rome,Italy,,,11:00,11:30,16:00,3:00,,TRUE,TRUE
55,amoRaRoma,"https://www.booking.com/hotel/it/amoraroma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=ca760d6c7264027b&sr_order=hpe&ucfs=1&srpvid=ca760d6c7264027b&srepoch=1540518874&room1=A,A&hpos=12&hapos=777&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X777&from=searchresults;highlight_room=#hotelTmpl",Piazza Cavour 10,Vatican City - Prati,00193 Rome,Italy,158,8.6,15:00,null,23:00,10:00,,TRUE,TRUE
56,B&B Cosmos,"https://www.booking.com/hotel/it/cosmos.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=e3bf13dcae0000ca&sr_order=hpe&ucfs=1&srpvid=e3bf13dcae0000ca&srepoch=1540522169&room1=A,A&hpos=15&hapos=60&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X60&from=searchresults;highlight_room=#hotelTmpl",Via Emanuele Filiberto 109,Central Station,00185 Rome,Italy,419,7.9,11:30,10:00,23:30,6:00,,TRUE,TRUE
57,M&J Place Hostel Rome,"https://www.booking.com/hotel/it/m-amp-j-place-hostel-rome.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=c5ea0b6e6aeb00ca&sr_order=hpe&ucfs=1&srpvid=c5ea0b6e6aeb00ca&srepoch=1540517854&room1=A,A&hpos=9&hapos=999&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X999&from=searchresults;highlight_room=#hotelTmpl",Via Solferino 9,Central Station,00185 Rome,Italy,317,6,15:00,null,0:00,10:00,,TRUE,TRUE
58,Angela Roma Guest House,"https://www.booking.com/hotel/it/angela-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=dea70fd3685e02a9&sr_order=hpe&ucfs=1&srpvid=dea70fd3685e02a9&srepoch=1540520103&room1=A,A&hpos=13&hapos=508&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X508&from=searchresults;highlight_room=#hotelTmpl",Piazza Vittorio Emanuele II 55,Central Station,00185 Rome,Italy,394,7,13:00,null,18:00,11:00,,FALSE,FALSE
59,Roman Holidays,"https://www.booking.com/hotel/it/roman-holidays.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=c6af1421fd5b02be&sr_order=hpe&ucfs=1&srpvid=c6af1421fd5b02be&srepoch=1540522308&room1=A,A&hpos=12&hapos=27&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X27&from=searchresults;highlight_room=#hotelTmpl",Via Bu Meliana 12,Vatican City - Prati,00195 Rome,Italy,594,8,13:00,11:00,21:00,6:00,,FALSE,TRUE
60,NiceToMeetYou,"https://www.booking.com/hotel/it/living-rome.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=49df0f25f6d2008e&sr_order=hpe&ucfs=1&srpvid=49df0f25f6d2008e&srepoch=1540519756&room1=A,A&hpos=11&hapos=581&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X581&from=searchresults;highlight_room=#hotelTmpl",Via Urbano Rattazzi 65,Central Station,00185 Rome,Italy,247,7.3,12:00,null,20:00,11:00,,FALSE,FALSE
61,Mara's House,"https://www.booking.com/hotel/it/mara-39-s-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=dc9f0bb2d2880095&sr_order=hpe&ucfs=1&srpvid=dc9f0bb2d2880095&srepoch=1540517989&room1=A,A&hpos=14&hapos=974&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X974&from=searchresults;highlight_room=#hotelTmpl",Via S. Veniero 22,Vatican City - Prati,00192 Rome,Italy,59,8.2,14:00,11:00,18:00,10:00,,FALSE,FALSE
62,Sixtythree,"https://www.booking.com/hotel/it/sixtythree.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=c7fd0c17e940016a&sr_order=hpe&ucfs=1&srpvid=c7fd0c17e940016a&srepoch=1540518192&room1=A,A&hpos=3&hapos=918&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X918&from=searchresults;highlight_room=#hotelTmpl",Via Rattazzi 63,Central Station,00185 Rome,Italy,78,7.6,13:00,10:30,23:00,7:00,,FALSE,TRUE
63,affitta camera New albatros,"https://www.booking.com/hotel/it/affitta-camera-new-albatros.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=645412373e530248&sr_order=hpe&ucfs=1&srpvid=645412373e530248&srepoch=1540521328&room1=A,A&hpos=11&hapos=236&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X236&from=searchresults;highlight_room=#hotelTmpl",via carlo alberto 31 int 5,Central Station,00185 Rome,Italy,63,7.3,14:00,null,null,10:00,,TRUE,TRUE
64,Apartment  La Casa di Eva,"https://www.booking.com/hotel/it/la-casa-di-eva-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=645412373e530248&sr_order=hpe&ucfs=1&srpvid=645412373e530248&srepoch=1540521328&room1=A,A&hpos=13&hapos=238&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X238&from=searchresults;highlight_room=#hotelTmpl",Via Enrico Noris  33,Trionfale,00167 Rome,Italy,59,9.4,15:30,10:00,20:30,7:00,,TRUE,FALSE
65,Caracciolo Guest House,"https://www.booking.com/hotel/it/caracciolo-guest-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=cd47132b826d0066&sr_order=hpe&ucfs=1&srpvid=cd47132b826d0066&srepoch=1540521816&room1=A,A&hpos=9&hapos=129&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X129&from=searchresults;highlight_room=#hotelTmpl",Via Francesco Caracciolo 6 - Scala A,Vatican City - Prati,00192 Rome,Italy,353,7.7,13:00,null,21:00,10:30,,FALSE,TRUE
66,Merulana Rome City B&B,"https://www.booking.com/hotel/it/merulana-rome-city-b-amp-b.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=12010e17e6ad006b&sr_order=hpe&ucfs=1&srpvid=12010e17e6ad006b&srepoch=1540519215&room1=A,A&hpos=8&hapos=698&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X698&from=searchresults;highlight_room=#hotelTmpl",Via Angelo Poliziano 8,Rione Monti,00184 Rome,Italy,343,8.1,11:30,11:00,19:30,6:00,,TRUE,TRUE
67,Apartment  Terrazza Fermi,"https://www.booking.com/hotel/it/terrazza-fermi.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=597e0d4b58730121&sr_order=hpe&ucfs=1&srpvid=597e0d4b58730121&srepoch=1540518807&room1=A,A&hpos=14&hapos=794&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X794&from=searchresults;highlight_room=#hotelTmpl",Via Francesco Maurolico  42,null,00146 Rome,Italy,50,7.7,14:00,10:00,20:00,0:00,,FALSE,TRUE
68,Apartments  urban flowers,"https://www.booking.com/hotel/it/urban-flowers.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=6e7b0c9e7d7601c6&sr_order=hpe&ucfs=1&srpvid=6e7b0c9e7d7601c6&srepoch=1540518461&room1=A,A&hpos=5&hapos=860&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X860&from=searchresults;highlight_room=#hotelTmpl",85 Via dei Cappellari via dei cappellari 85a,Navona,00186 Rome,Italy,34,6.9,13:00,10:30,17:00,10:00,,FALSE,TRUE
69,Apartment  Delizioso Appartamento Pigneto,"https://www.booking.com/hotel/it/delizioso-appartamento-pigneto.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=f4c913b999eb00e6&sr_order=hpe&ucfs=1&srpvid=f4c913b999eb00e6&srepoch=1540522099&room1=A,A&hpos=15&hapos=75&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X75&from=searchresults;highlight_room=#hotelTmpl",116 Via Luchino dal Verme,Prenestino,00176 Rome,Italy,52,9.2,15:00,10:00,22:00,8:00,,TRUE,FALSE
70,Apartment  Giuliano's House,"https://www.booking.com/hotel/it/casa-altavilla-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=12191128b16f0155&sr_order=hpe&ucfs=1&srpvid=12191128b16f0155&srepoch=1540520786&room1=A,A&hpos=8&hapos=353&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X353&from=searchresults;highlight_room=#hotelTmpl",via monte favino 3 4piano interno11 scalaC,Nomentano,00139 Rome,Italy,29,9.1,15:00,11:00,0:00,6:00,,TRUE,TRUE
71,B&B Le Fornaci,"https://www.booking.com/hotel/it/b-amp-b-le-fornaci-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=f666144469fc01c7&sr_order=hpe&ucfs=1&srpvid=f666144469fc01c7&srepoch=1540522377&room1=A,A&hpos=11&hapos=11&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X11&from=searchresults;highlight_room=#hotelTmpl",VIA DELLE FORNACI  49,Vatican City - Prati,00165 Rome,Italy,242,8.9,13:30,11:00,21:00,8:00,,FALSE,TRUE
72,Apartment  Battistini Apartment,"https://www.booking.com/hotel/it/battistini-apartment-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=ca720d2aa884026c&sr_order=hpe&ucfs=1&srpvid=ca720d2aa884026c&srepoch=1540518741&room1=A,A&hpos=12&hapos=807&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X807&from=searchresults;highlight_room=#hotelTmpl",Largo Domenico Donzelli  6,null,00168 Rome,Italy,15,9.3,14:00,11:00,18:00,9:00,,FALSE,TRUE
73,Apartment  Trastevere Vintage,"https://www.booking.com/hotel/it/trastevere-vintage-roma1.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=65f8103b1df500a1&sr_order=hpe&ucfs=1&srpvid=65f8103b1df500a1&srepoch=1540520311&room1=A,A&hpos=12&hapos=462&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X462&from=searchresults;highlight_room=#hotelTmpl",Via garibaldi 70,Trastevere,00153 Rome,Italy,29,7.5,14:00,null,null,10:00,,TRUE,FALSE
74,Apartment  Cairoli Interno 9AA,"https://www.booking.com/hotel/it/cairoli-interno-9aa.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=90d50f05114c0306&sr_order=hpe&ucfs=1&srpvid=90d50f05114c0306&srepoch=1540519690&room1=A,A&hpos=6&hapos=591&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X591&from=searchresults;highlight_room=#hotelTmpl",101 Via Cairoli,Central Station,00185 Rome,Italy,49,8.6,13:30,11:00,21:00,10:30,,FALSE,TRUE
75,Roma 41,"https://www.booking.com/hotel/it/affittacamere-roma-41.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=0fb1137238660014&sr_order=hpe&ucfs=1&srpvid=0fb1137238660014&srepoch=1540521957&room1=A,A&hpos=1&hapos=91&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X91&from=searchresults;highlight_room=#hotelTmpl",Via Della Ferratella In Laterano 41,Rione Monti,00184 Rome,Italy,172,7.8,14:00,null,20:00,12:00,,TRUE,TRUE
76,Apartment  Domus Piramide,"https://www.booking.com/hotel/it/a-casa-di-tommy-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=67fb0e7eefab001e&sr_order=hpe&ucfs=1&srpvid=67fb0e7eefab001e&srepoch=1540519422&room1=A,A&hpos=5&hapos=650&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X650&from=searchresults;highlight_room=#hotelTmpl",Via Ostiense 38E,Aventino,00154 Rome,Italy,,,12:00,11:00,21:00,8:00,,FALSE,FALSE
77,Friendship Place,"https://www.booking.com/hotel/it/friendship-place.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=74b312e50810010d&sr_order=hpe&ucfs=1&srpvid=74b312e50810010d&srepoch=1540521676&room1=A,A&hpos=13&hapos=163&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X163&from=searchresults;highlight_room=#hotelTmpl",Via Dei Mille 41  Building A,null,00185 Rome,Italy,586,7.2,13:00,10:30,20:00,6:00,,FALSE,TRUE
78,Room 4 Rome B&B Risorgimento,"https://www.booking.com/hotel/it/room-4-rome-risorgimento.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=74b312e50810010d&sr_order=hpe&ucfs=1&srpvid=74b312e50810010d&srepoch=1540521676&room1=A,A&hpos=2&hapos=152&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X152&from=searchresults;highlight_room=#hotelTmpl",Piazza Del Risorgimento 36,Vatican City - Prati,00192 Rome,Italy,262,7.6,12:00,null,21:00,10:30,,TRUE,TRUE
